Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
11/3/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,1.,16.8,100.0%,-,-,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,1.,16.8,100.0%,-,-,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,4.,1.6,50.0%,-,-,.,-,-,5.,2.,6.
11/3/2024,CONCENTRIX,Mexico City,Finance,Income,-,4.,1.6,50.0%,-,-,.,-,-,5.,2.,6.
11/3/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,1.,78.3,.0%,-,.0%,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,1.,78.3,.0%,-,.0%,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Finance,-,-,6.,16.9,50.0%,-,.0%,.,-,.0%,7.,4.,8.
11/3/2024,CONCENTRIX,Mexico City,Marketing,-,-,23.,7.8,47.8%,-,.0%,.,-,16.7%,18.,10.,22.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Unemployment taxes,1.,6.9,100.0%,-,-,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,7.,13.6,42.9%,-,.0%,.,-,.0%,5.,3.,6.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,8.,18.7,37.5%,100.0,33.3%,1.,100.0%,.0%,6.,4.,7.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,1.,4.4,.0%,-,.0%,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,11.,11.3,18.2%,-,.0%,.,-,.0%,8.,5.,9.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,31.,23.6,22.6%,66.7,15.8%,3.,100.0%,4.0%,33.,25.,23.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,43.,20.0,20.9%,66.7,13.0%,3.,100.0%,3.1%,42.,31.,27.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,2.,25.4,.0%,-,.0%,.,-,-,3.,2.,2.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,4.,12.9,.0%,-,.0%,.,-,66.7%,4.,2.,2.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,6.,19.6,50.0%,100.0,33.3%,1.,100.0%,.0%,6.,6.,5.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,17.,36.0,.0%,-,.0%,.,-,7.1%,17.,14.,9.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,129.,30.4,18.6%,70.6,21.3%,17.,87.5%,5.9%,133.,116.,33.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Garnish paycheques,1.,2.1,.0%,-,-,.,-,-,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,1.,12.1,100.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,13.,24.1,30.8%,100.0,20.0%,1.,100.0%,.0%,11.,7.,12.
11/3/2024,CONCENTRIX,Mexico City,Payroll,-,-,216.,29.6,17.1%,76.9,20.5%,26.,91.7%,4.5%,220.,180.,47.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,40.,27.9,17.5%,-100.0,5.3%,1.,.0%,7.7%,36.,27.,29.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,1.,2.2,.0%,-,-,.,-,-,.,.,3.
11/3/2024,CONCENTRIX,Mexico City,Product setup,List management,Class list,.,-,-,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,14.,26.7,50.0%,-,.0%,.,-,20.0%,12.,4.,13.
11/3/2024,CONCENTRIX,Mexico City,Product setup,List management,-,.,-,-,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,39.,29.5,28.2%,50.0,33.3%,8.,87.5%,16.7%,40.,32.,30.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,102.,36.5,16.7%,78.6,22.2%,14.,92.9%,13.9%,104.,90.,47.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,92.,13.8,40.2%,100.0,17.6%,3.,100.0%,16.7%,73.,43.,49.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,234.,32.8,16.2%,80.6,22.6%,31.,93.3%,10.7%,231.,177.,58.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Uninstall products,1.,48.2,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,304.,39.2,9.5%,77.9,32.7%,68.,92.3%,8.7%,304.,253.,59.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,566.,33.6,16.6%,78.0,27.4%,91.,93.0%,11.4%,549.,440.,61.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Customer company settings,1.,8.6,100.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,9.,7.6,11.1%,-,.0%,.,-,25.0%,6.,3.,15.
11/3/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,10.,7.7,20.0%,-,.0%,.,-,20.0%,7.,3.,16.
11/3/2024,CONCENTRIX,Mexico City,Product setup,-,-,612.,32.9,16.8%,76.1,26.2%,92.,92.0%,11.1%,589.,468.,61.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,10.,26.5,20.0%,100.0,25.0%,1.,100.0%,14.3%,9.,6.,10.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,1.,18.1,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,11.,25.8,18.2%,100.0,20.0%,1.,100.0%,12.5%,10.,7.,11.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,2.,15.2,50.0%,-,.0%,.,-,.0%,2.,2.,2.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,-,4.,17.0,25.0%,-,.0%,.,-,.0%,3.,3.,4.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Chargebacks,1.,12.1,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Reverse payments,1.,3.2,.0%,-,-,.,-,-,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Set up payments,9.,9.1,77.8%,-,-,.,-,25.0%,8.,2.,8.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Trace payments,7.,24.8,14.3%,-,.0%,.,-,33.3%,6.,5.,5.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,27.,18.2,40.7%,-,.0%,.,-,21.4%,24.,15.,18.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,4.,23.1,.0%,-,.0%,.,-,.0%,3.,2.,5.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,6.,33.2,50.0%,-,.0%,.,-,25.0%,6.,5.,5.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,12.,20.4,41.7%,-,.0%,.,-,14.3%,10.,8.,10.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Card readers,1.,9.4,100.0%,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Payment terminal,1.,9.4,100.0%,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,-,1.,9.4,100.0%,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales orders,-,1.,35.1,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,2.,6.6,100.0%,-,-,.,-,.0%,1.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Physical stock,2.,66.2,.0%,-,.0%,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,2.,66.2,.0%,-,.0%,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Purchase orders,1.,9.1,100.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier list,2.,51.9,.0%,-,-,.,-,.0%,2.,.,3.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,15.,25.8,26.7%,100.0,16.7%,1.,100.0%,9.1%,14.,8.,16.
11/3/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,35.,17.6,42.9%,-,.0%,.,-,17.6%,29.,20.,22.
11/3/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,26.,6.6,34.6%,-,.0%,.,-,11.1%,20.,9.,24.
11/3/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,59.,14.5,22.0%,25.0,22.2%,4.,100.0%,13.2%,52.,31.,36.
11/3/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,5.,34.4,20.0%,-,.0%,.,-,50.0%,5.,5.,5.
11/3/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,7.,27.7,28.6%,-,.0%,.,-,40.0%,6.,6.,6.
11/3/2024,CONCENTRIX,Mexico City,Security and risk,-,-,418.,27.0,17.7%,66.7,20.0%,39.,85.3%,17.2%,402.,287.,63.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,7.,26.9,57.1%,-,.0%,.,-,33.3%,6.,3.,9.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,2.,21.1,.0%,-,-,.,-,50.0%,2.,1.,3.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,6.,40.6,.0%,-,.0%,.,-,20.0%,6.,2.,7.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,2.,18.0,.0%,-,.0%,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,3.,20.5,33.3%,-,-,.,-,.0%,3.,2.,4.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,1.,4.4,.0%,-,.0%,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,1.,4.4,.0%,-,.0%,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,.,-,-,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,9.,24.3,33.3%,.0,25.0%,1.,100.0%,14.3%,9.,6.,11.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,10.,22.3,30.0%,.0,20.0%,1.,100.0%,14.3%,10.,7.,13.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,2.,6.1,100.0%,-,-,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,2.,6.1,100.0%,-,-,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,3.,26.9,.0%,-,.0%,.,-,.0%,3.,3.,3.
11/3/2024,CONCENTRIX,Mexico City,Taxation,Tax return,File tax return,1.,26.6,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Taxation,-,-,29.,23.0,34.5%,.0,11.1%,1.,100.0%,14.3%,28.,17.,29.
11/3/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,73.,1.3,21.9%,25.0,50.0%,4.,66.7%,-,52.,24.,34.
11/3/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,.0,12.5%,2.,50.0%,-,70.,27.,42.
11/3/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,30.,26.7,16.7%,-100.0,7.7%,1.,.0%,-,25.,17.,31.
11/3/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,3.,1.,35.
11/3/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,37.5,15.7%,8.,75.0%,-,78.,59.,37.
11/10/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,180.,29.9,19.4%,73.9,23.0%,23.,85.7%,12.8%,170.,135.,54.
11/10/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,22.,19.1,45.5%,100.0,14.3%,1.,-,35.7%,19.,13.,20.
11/10/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,43.,48.6,4.7%,75.0,28.6%,8.,87.5%,24.2%,45.,36.,30.
11/10/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,102.,25.8,18.6%,36.4,21.2%,11.,80.0%,15.2%,102.,73.,49.
11/10/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,310.,29.7,20.0%,69.2,23.6%,39.,85.7%,15.1%,297.,228.,60.
11/10/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,4.,26.1,25.0%,100.0,50.0%,1.,100.0%,.0%,3.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,17.,27.4,11.8%,-,.0%,.,-,7.1%,16.,15.,17.
11/10/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,14.,13.5,21.4%,100.0,28.6%,2.,100.0%,11.1%,11.,9.,13.
11/10/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,4.,19.6,75.0%,-,.0%,.,-,.0%,3.,1.,5.
11/10/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,51.,23.1,21.6%,100.0,15.4%,4.,100.0%,18.9%,45.,33.,33.
11/10/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,91.,31.9,37.4%,46.7,37.5%,15.,100.0%,6.3%,85.,55.,46.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,9.,9.7,22.2%,-50.0,28.6%,2.,50.0%,.0%,8.,8.,8.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,38.,22.4,28.9%,-66.7,20.0%,3.,66.7%,4.3%,29.,20.,26.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,104.,20.2,24.0%,52.4,32.3%,21.,78.9%,5.2%,101.,79.,47.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit discounts,14.,10.8,64.3%,-100.0,33.3%,2.,.0%,.0%,12.,7.,12.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit fees,198.,15.0,42.4%,41.7,16.2%,12.,83.3%,6.8%,164.,114.,51.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit invoices,5.,17.8,60.0%,-,.0%,.,-,.0%,4.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit pricing,28.,13.8,35.7%,33.3,50.0%,3.,66.7%,5.9%,25.,17.,18.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,76.,14.7,44.7%,100.0,12.1%,4.,100.0%,3.6%,73.,58.,42.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,365.,16.4,38.1%,44.7,22.8%,38.,77.1%,5.1%,326.,242.,57.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,31.,31.5,19.4%,45.5,57.9%,11.,66.7%,11.1%,33.,26.,13.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,34.,15.7,58.8%,100.0,22.2%,2.,100.0%,4.5%,33.,18.,23.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order CDs,1.,7.6,.0%,-,-,.,-,-,.,.,1.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,63.,12.2,52.4%,100.0,22.2%,2.,100.0%,5.7%,57.,25.,37.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,95.,21.4,34.7%,50.0,17.0%,8.,85.7%,6.9%,91.,71.,39.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,133.,14.6,37.6%,75.0,13.8%,8.,85.7%,2.4%,121.,89.,48.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,4.,27.8,25.0%,-,.0%,.,-,.0%,5.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,144.,24.5,29.2%,76.2,25.6%,21.,90.0%,6.4%,145.,105.,49.
11/10/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,409.,18.7,37.2%,62.2,19.5%,37.,85.3%,7.1%,392.,288.,56.
11/10/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,5.,4.3,60.0%,-,-,.,-,.0%,4.,2.,6.
11/10/2024,CONCENTRIX,Mexico City,Account management,-,-,668.,18.5,36.5%,54.5,22.6%,66.,81.7%,6.7%,619.,442.,59.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,9.,8.1,22.2%,-,.0%,.,-,20.0%,8.,3.,8.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,33.,27.6,21.2%,100.0,14.3%,2.,.0%,26.1%,30.,20.,25.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,3.,69.0,33.3%,-,.0%,.,-,.0%,3.,1.,3.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,3.,69.0,33.3%,-,.0%,.,-,.0%,4.,1.,4.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,2.,28.9,.0%,-,.0%,.,-,100.0%,2.,1.,2.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,1.,78.8,.0%,-,-,.,-,.0%,1.,.,3.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,2.,12.7,50.0%,-,-,.,-,.0%,1.,1.,2.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Audit log,2.,7.0,50.0%,-,-,.,-,.0%,2.,1.,3.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,3.,22.4,.0%,-100.0,33.3%,1.,100.0%,.0%,3.,3.,3.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,3.,34.7,33.3%,-,-,.,-,.0%,2.,1.,5.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,13.,32.7,7.7%,-,.0%,.,-,11.1%,12.,11.,9.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,2.,11.5,50.0%,-,.0%,.,-,.0%,2.,1.,2.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Stock reports,2.,10.0,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,2.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,3.,14.2,33.3%,-,.0%,.,-,.0%,3.,1.,3.
11/10/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,42.,27.7,23.8%,100.0,13.3%,2.,.0%,20.7%,37.,23.,29.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,Set up money movement,3.,26.0,33.3%,-,.0%,.,-,50.0%,3.,1.,3.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,-,1.,22.8,.0%,-100.0,100.0%,1.,.0%,-,1.,1.,1.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,8.,45.2,25.0%,100.0,20.0%,1.,100.0%,.0%,7.,6.,8.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,11.,30.5,27.3%,33.3,42.9%,3.,66.7%,10.0%,12.,10.,10.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,20.,35.1,30.0%,50.0,33.3%,4.,75.0%,5.9%,19.,16.,17.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,14.,28.1,21.4%,-,.0%,.,-,.0%,15.,10.,11.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,27.,34.0,22.2%,-,.0%,.,-,10.0%,27.,18.,21.
11/10/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,68.,38.5,20.6%,71.4,21.9%,7.,66.7%,16.4%,66.,50.,41.
11/10/2024,CONCENTRIX,Mexico City,Banking,-,-,103.,33.8,23.3%,50.0,17.8%,8.,57.1%,14.5%,97.,71.,49.
11/10/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,165.,23.6,35.2%,50.0,27.1%,16.,100.0%,7.1%,144.,88.,52.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,114.,39.5,13.2%,70.0,25.6%,20.,93.8%,9.3%,118.,96.,45.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,10.,33.5,.0%,-,.0%,.,-,10.0%,10.,6.,9.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,13.,21.5,15.4%,-,.0%,.,-,.0%,11.,9.,13.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,78.,28.2,33.3%,66.7,12.5%,3.,100.0%,5.1%,85.,52.,39.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,6.,29.3,33.3%,-,.0%,.,-,.0%,6.,4.,5.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,4.,20.7,.0%,-,.0%,.,-,.0%,4.,4.,3.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Accountant copy,8.,34.8,.0%,100.0,25.0%,1.,100.0%,57.1%,8.,5.,7.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Company file,8.,34.8,.0%,100.0,25.0%,1.,100.0%,57.1%,8.,5.,7.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Convert files,16.,36.1,31.3%,-,.0%,.,-,.0%,20.,13.,11.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Import or export files,18.,19.1,44.4%,50.0,40.0%,2.,100.0%,.0%,16.,9.,16.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,159.,40.7,8.8%,56.3,26.9%,32.,89.3%,11.4%,165.,141.,55.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,30.,39.4,13.3%,66.7,30.0%,6.,100.0%,8.3%,30.,25.,27.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,202.,40.6,10.4%,61.0,28.1%,41.,91.4%,11.4%,211.,176.,55.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,4.,22.0,.0%,-,.0%,.,-,.0%,4.,3.,5.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,47.,25.6,25.5%,100.0,7.1%,1.,100.0%,16.1%,42.,26.,33.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,12.,15.5,33.3%,-,.0%,.,-,.0%,7.,4.,11.
11/10/2024,CONCENTRIX,Mexico City,Data and systems,-,-,424.,35.0,16.7%,66.1,23.2%,56.,91.8%,10.6%,427.,326.,57.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,1.,27.7,.0%,-,-,.,-,.0%,1.,.,1.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,1.,27.7,.0%,-,-,.,-,.0%,1.,.,1.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,2.,10.7,50.0%,-,-,.,-,.0%,2.,1.,2.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,3.,9.3,33.3%,-,.0%,.,-,.0%,3.,2.,3.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,4.,30.5,.0%,-,.0%,.,-,.0%,4.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Retirement benefits,4.,19.6,50.0%,-,.0%,.,-,.0%,4.,3.,4.
11/10/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,9.,25.3,22.2%,-,.0%,.,-,.0%,9.,5.,7.
11/10/2024,CONCENTRIX,Mexico City,Employee management,-,-,23.,19.3,17.4%,100.0,20.0%,1.,100.0%,14.3%,18.,11.,13.
11/10/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,3.,37.8,66.7%,-,.0%,.,-,33.3%,3.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,3.,37.8,66.7%,-,.0%,.,-,33.3%,3.,2.,4.
11/10/2024,CONCENTRIX,Mexico City,Finance,Currency,Multicurrency,1.,9.5,100.0%,-,-,.,-,.0%,1.,1.,1.
11/10/2024,CONCENTRIX,Mexico City,Finance,Currency,-,1.,9.5,100.0%,-,-,.,-,.0%,1.,1.,1.
11/10/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,5.,8.7,40.0%,-,-,.,-,.0%,4.,2.,5.
11/10/2024,CONCENTRIX,Mexico City,Finance,Income,-,6.,13.8,33.3%,-,.0%,.,-,33.3%,5.,3.,6.
11/10/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,1.,9.1,.0%,-,.0%,.,-,100.0%,1.,1.,1.
11/10/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,1.,9.1,.0%,-,.0%,.,-,100.0%,1.,1.,1.
11/10/2024,CONCENTRIX,Mexico City,Finance,-,-,11.,19.5,45.5%,-,.0%,.,-,37.5%,10.,7.,12.
11/10/2024,CONCENTRIX,Mexico City,Marketing,-,-,32.,9.7,50.0%,-,.0%,.,-,6.7%,27.,12.,23.
11/10/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Unemployment taxes,.,-,-,-,-,.,-,-,.,.,1.
